grad_rate,school_type,magnet,teachers_per_student,support_per_teacher,log_math_pass,log_read_pass,avg_salaries_admin_per_student,urban_centric_locale,avg_teacher_salaries,lunch_program
0.87,Regular,no,0.07279693486590039,0.2982456140350877,3.6109179126442243,3.6109179126442243,517.360632183908,Rural,78265.68421052632,yes
0.92,Regular,no,0.06367041198501873,0.976764705882353,3.4657359027997265,3.6109179126442243,371.9128052434457,Town,51860.970588235294,yes
0.9,Regular,no,0.06561679790026247,0.3193333333333333,3.7376696182833684,3.7376696182833684,379.5141076115486,Rural,48645.84,yes
0.9,Regular,no,0.08108108108108109,0.6666666666666666,3.4011973816621555,2.302585092994046,2011.5864324324325,Rural,71400.33333333333,yes
0.87,Regular,no,0.06285714285714286,0.34545454545454546,3.295836866004329,3.091042453358316,448.6437497142857,Town,54338.12727272727,yes
0.95,Regular,no,0.08958333333333333,0.2658139534883721,2.833213344056216,2.302585092994046,1061.8489583333333,Rural,39919,yes
0.84,Regular,no,0.0537109375,0.3450909090909091,3.4657359027997265,3.4657359027997265,342.09634375,Rural,52312.25454545455,yes
0.87,Regular,no,0.06569343065693431,0.2222222222222222,3.091042453358316,3.6109179126442243,539.6841167883211,Rural,70847.03703703704,yes
0.82,Regular,no,0.061601642710472276,0.26666666666666666,3.295836866004329,3.295836866004329,361.19433470225874,Rural,49482.566666666666,yes
0.92,Regular,no,0.05675675675675676,0.5714285714285714,2.4849066497880004,2.833213344056216,451.9189189189189,Rural,60874.666666666664,yes
0.95,Regular,no,0.06527777777777778,0.4148936170212766,3.367295829986474,3.6635616461296463,566.2755638888889,Town,57833.62765957447,yes
0.82,Other/alternative,no,0.05092592592592592,0.6363636363636364,0.9162907318741551,3.091042453358316,600.0484675925926,Town,60729.72727272727,yes
0.77,Regular,no,0.06036745406824147,0.3423913043478261,3.044522437723423,3.295836866004329,317.9475065616798,Town,63473.47826086957,yes
0.85,Regular,no,0.05975609756097561,0.4222448979591837,3.4657359027997265,3.6888794541139363,475.6432926829268,Town,46948.244897959186,yes
0.88,Regular,no,0.06296296296296296,0.1407843137254902,2.4849066497880004,3.091042453358316,468.58533950617283,Rural,42518.27450980392,yes
0.97,Regular,no,0.07317073170731707,0.3333333333333333,3.9512437185814275,3.9512437185814275,446.3033048780488,Rural,55459.208333333336,yes
0.87,Regular,no,0.0687732342007435,0.19324324324324324,2.833213344056216,3.6109179126442243,441.0291003717472,Rural,42485.02702702703,yes
0.97,Regular,no,0.07021791767554479,0.20482758620689653,3.8501476017100584,3.8501476017100584,592.8741307506053,Town,59162.31034482759,yes
0.92,Regular,no,0.06232294617563739,0.45454545454545453,2.0149030205422647,2.833213344056216,547.4712719546742,Town,39629.13636363636,yes
0.97,Regular,no,0.07335907335907337,0.22894736842105262,2.833213344056216,2.70805020110221,460.25096525096524,Rural,43811.15789473684,yes
0.97,Regular,no,0.07416267942583732,0.1774193548387097,4.060443010546419,4.127134385045092,83.54690311004784,Rural,56112.596774193546,yes
0.87,Regular,no,0.05568268497330282,0.136986301369863,3.1780538303479458,3.8918202981106265,418.0629763539283,Rural,42731.17808219178,yes
0.88,Regular,no,0.056211620217288615,0.3025210084033613,3.367295829986474,3.4657359027997265,290.7540444024563,City,48376,yes
0.92,Regular,no,0.06543385490753911,0.2554347826086957,3.4965075614664802,3.8501476017100584,328.4615490753912,Town,44301.69565217391,yes
0.91,Regular,no,0.0630220197418375,0.07228915662650602,3.1354942159291497,3.6109179126442243,432.38154897494303,Rural,38825.96385542169,yes
0.85,Regular,no,0.0683453237410072,0.07236842105263158,3.6375861597263857,3.7376696182833684,445.8106735611511,Rural,38380.98684210526,yes
0.83,Regular,no,0.06457739791073125,0.35294117647058826,3.295836866004329,3.4657359027997265,381.5863304843305,Town,62117.69117647059,yes
0.92,Regular,no,0.053614457831325305,0.25842696629213485,4.07753744390572,4.007333185232471,321.93569277108435,Suburb,64163.4606741573,yes
0.86,Regular,no,0.05660377358490566,0.3076923076923077,3.713572066704308,3.912023005428146,385.73031567489113,Rural,62103.256410256414,yes
0.9,Regular,no,0.06782945736434108,0.22857142857142856,3.8501476017100584,3.828641396489095,437.30672609819123,Town,54262.64761904762,yes
0.84,Regular,no,0.08333333333333333,0.05583333333333334,3.295836866004329,3.5409593240373143,605.1800694444444,Rural,63116.833333333336,yes
0.91,Regular,no,0.0614562458249833,0.09782608695652174,3.332204510175204,3.5263605246161616,370.4315297261189,Town,52976.163043478264,yes
0.82,Regular,no,0.07368421052631578,0.30952380952380953,2.4849066497880004,2.833213344056216,520.6416666666667,Rural,46757.71428571428,yes
0.87,Regular,no,0.06683804627249357,0.16346153846153846,3.9512437185814275,3.9512437185814275,579.5288804627249,Rural,58532.13461538462,yes
0.47,Regular,no,0.05555555555555555,0.125,1.6094379124341003,1.6094379124341003,852.5770416666667,Suburb,68900.75,yes
0.85,Regular,no,0.055909412597310686,0.10126582278481013,3.367295829986474,3.5263605246161616,399.2417728237792,Suburb,50778.08860759494,yes
0.95,Regular,no,0.052591463414634144,0.13043478260869565,3.7612001156935624,3.8918202981106265,421.5517820121951,Rural,60003.637681159424,yes
0.82,Regular,no,0.05402650356778797,0.1320754716981132,3.6635616461296463,4.04305126783455,534.0044913353721,Rural,51090.45283018868,yes
0.92,Regular,no,0.0625,0.6,3.7376696182833684,1.6094379124341003,391.664625,Rural,52545.35,yes
0.82,Regular,no,0.07459207459207459,0.21875,3.6109179126442243,3.6109179126442243,549.7851841491841,Rural,74762.625,yes
0.92,Regular,no,0.07160493827160494,0.30965517241379314,2.833213344056216,3.4657359027997265,378.56539259259256,Rural,52240.724137931036,yes
0.8,Regular,no,0.06594724220623502,0.538,3.1780538303479458,3.4657359027997265,483.8345323741007,Town,51161.454545454544,yes
0.88,Regular,no,0.06906474820143885,0.21875,3.295836866004329,4.04305126783455,394.1630848920863,Town,39595.739583333336,yes
0.87,Regular,no,0.06901840490797546,0.38333333333333336,3.295836866004329,3.9512437185814275,476.2132852760736,Town,32905.13333333333,yes
0.74,Regular,no,0.08506224066390042,0.22560975609756098,2.70805020110221,3.5409593240373143,439.225622406639,Rural,30551.878048780487,yes
0.75,Regular,no,0.1498371335504886,0.29347826086956524,3.1986731175506815,3.1986731175506815,1313.1107491856678,Rural,17446.804347826088,yes
0.88,Regular,no,0.06369426751592357,0.2,3.6109179126442243,4.204692619390966,375.8657691082803,Town,41442.1125,yes
0.91,Regular,no,0.06377079482439926,0.16304347826086957,3.6109179126442243,3.9512437185814275,372.1301700554528,Town,34898.565217391304,yes
0.88,Regular,no,0.06394316163410302,0.1423611111111111,3.4657359027997265,3.9512437185814275,277.20026642984016,Town,42168.11111111111,yes
0.92,Regular,no,0.06759098786828423,0.20512820512820512,3.4657359027997265,4.127134385045092,527.2092720970537,Town,34983.51282051282,yes
0.73,Regular,no,0.059333044608055434,0.15875912408759124,3.2188758248682006,3.9889840465642745,280.17932524902557,City,43830.16788321168,yes
0.69,Regular,no,0.07093023255813953,0.2786885245901639,3.4011973816621555,3.901972669574645,774.5093023255814,Rural,53013.34426229508,yes
0.92,Regular,no,0.062135922330097085,0.2578125,3.295836866004329,3.8501476017100584,433.1135922330097,Town,35507.9375,yes
0.85,Regular,no,0.05749385749385749,0.23076923076923078,2.995732273553991,3.9889840465642745,250.03060491400493,Suburb,36508.94871794872,yes
0.64,Regular,no,0.07162534435261708,0.5915384615384615,2.302585092994046,3.4011973816621555,751.7961432506887,Town,35823.230769230766,yes
0.75,Regular,no,0.05008944543828265,0.625,3.1986731175506815,4.31748811353631,832.3046171735242,Rural,41348.21428571428,no
0.69,Regular,no,0.07142857142857142,0.6111111111111112,2.302585092994046,4.241326752570746,684.6349206349206,Rural,58023.88888888889,no
0.9,Regular,no,0.09859154929577464,0.2857142857142857,3.1986731175506815,4.31748811353631,1230.0270704225352,City,50801.357142857145,no
0.95,Regular,no,0.08237986270022883,0.1388888888888889,3.9982007016691985,4.310799125385514,1303.302489702517,City,64636.694444444445,yes
0.95,Regular,no,0.03436426116838488,0.615,3.4011973816621555,4.499809670330265,651.5360824742268,City,58278.7,no
0.84,Regular,no,0.06153846153846154,0.390625,3.5409593240373143,4.1666652238017265,964.6384615384616,Rural,50326.4375,no
0.84,Regular,no,0.06366459627329192,0.9175609756097562,2.70805020110221,4.1666652238017265,1212.2133152173913,Rural,51891.70731707317,yes
0.87,Regular,no,0.0576057605760576,0.21875,3.295836866004329,4.04305126783455,916.4251800180018,Suburb,53782.34375,no
0.67,Regular,no,0.07348242811501597,0.43478260869565216,2.833213344056216,4.04305126783455,568.2136581469648,Rural,50227.65217391304,no
0.75,Regular,no,0.0782608695652174,4.782222222222222,3.4011973816621555,4.499809670330265,819.4817913043479,Rural,62670.444444444445,no
0.89,Regular,no,0.055609756097560976,0.5280701754385965,3.7376696182833684,4.04305126783455,248.98243902439023,Town,57499.070175438595,no
0.69,Other/alternative,no,0.09411764705882353,0.55,2.302585092994046,2.302585092994046,1011.3764705882353,Town,48627.625,no
0.67,Regular,no,0.03140096618357488,0.057692307692307696,3.6109179126442243,4.276666119016055,340.9323671497585,Suburb,39877.96153846154,no
0.9,Regular,no,0.07352941176470588,0.592,4.499809670330265,4.499809670330265,617.470419117647,Rural,52359.4,no
0.9,Regular,no,0.07317073170731707,0.8033333333333333,4.241326752570746,4.241326752570746,1755.408536585366,Rural,55000,no
0.42,Regular,no,0.029791459781529295,0.037000000000000005,3.091042453358316,4.204692619390966,183.5998013902681,City,44155.2,no
0.9,Regular,no,0.03836930455635491,0.548125,4.310799125385514,4.553876891600541,209.83213429256594,Rural,61661.625,no
0.9,Regular,no,0.04336734693877551,0.3135294117647059,3.901972669574645,4.241326752570746,607.2672984693877,Rural,55793.05882352941,no
0.95,Regular,no,0.06763285024154589,0.3828571428571429,2.70805020110221,3.7954891891721947,300.1449275362319,Rural,45072.92857142857,yes
0.87,Regular,no,0.058823529411764705,0.4166666666666667,2.0149030205422647,3.295836866004329,365.3349411764706,Rural,47582.666666666664,no
0.84,Regular,no,0.0465444287729196,0.263939393939394,3.9982007016691985,4.436751534363128,291.4005641748942,Rural,42901.393939393936,no
0.95,Regular,no,0.03873744619799139,0.4074074074074074,2.70805020110221,4.436751534363128,160.6886657101865,Suburb,64378.92592592593,no
0.69,Regular,no,0.06607929515418502,0.40800000000000003,3.1986731175506815,4.31748811353631,669.4396343612334,Town,37544.2,no
0.17,Regular,no,0.03508771929824561,1.2442857142857144,2.0149030205422647,3.8501476017100584,538.9122807017544,City,46076.357142857145,no
0.24,Regular,no,0.046153846153846156,1,3.1986731175506815,3.1986731175506815,1665.1384615384616,Suburb,85550,no
0.05,Other/alternative,no,0.030534351145038167,0.75,3.1986731175506815,3.1986731175506815,826.2137404580153,City,129312,no
0.47,Regular,no,0.053465346534653464,0.3688888888888889,2.833213344056216,3.9512437185814275,191.9920792079208,Suburb,51533.40740740741,no
0.95,Regular,no,0.061,0.5491803278688525,3.7954891891721947,4.436751534363128,363.1025,City,40110.262295081964,no
0.84,Regular,no,0.0712166172106825,0.11458333333333333,2.70805020110221,3.9982007016691985,305.7833827893175,Town,38456.166666666664,no
0.9,Regular,no,0.07563025210084033,0.9444444444444444,3.4011973816621555,4.241326752570746,1018.8403361344538,Town,38240.22222222222,no
0.24,Regular,no,0.06862745098039216,0.14285714285714285,3.1986731175506815,3.9982007016691985,638.3039215686274,Suburb,51999.857142857145,no
0.84,Regular,no,0.019748653500897665,0.12727272727272726,3.1986731175506815,4.436751534363128,2003.0592459605027,Rural,52996.27272727273,no
0.97,Regular,no,0.04929577464788732,0.3325714285714286,4.436751534363128,4.553876891600541,329.7887323943662,City,59140.45714285714,no
0.9,Regular,no,0.046875,0.6017777777777777,4.1666652238017265,4.553876891600541,555.932421875,Rural,53711.08888888889,no
0.9,Regular,no,0.07368421052631578,0.7857142857142857,2.302585092994046,3.901972669574645,854.0659526315789,Rural,41846.07142857143,no
0.87,Regular,no,0.06309148264984227,0.305,3.7376696182833684,4.127134385045092,297.6498422712934,Rural,45769.25,no
0.92,Regular,no,0.05175438596491228,0.22559322033898302,3.091042453358316,3.9512437185814275,187.68508771929825,Town,43115.79661016949,no
0.47,Other/alternative,no,0.08333333333333333,0.5566666666666666,2.302585092994046,3.901972669574645,694,Town,51750,yes
0.9,Regular,no,0.092,0.3408695652173913,3.4011973816621555,4.241326752570746,546.5841879999999,Rural,70555.69565217392,no
0.87,Regular,no,0.07567567567567568,0.23971428571428574,3.7376696182833684,4.127134385045092,478.622027027027,Rural,62167.9,no
0.49,Other/alternative,no,0.11363636363636363,0.388,2.302585092994046,3.901972669574645,2604.340909090909,Town,66650.2,no
0.91,Regular,no,0.05391190006574622,0.369390243902439,4.007333185232471,4.30406509320417,350.96778435239975,City,60975.10975609756,no
0.84,Regular,no,0.06048387096774194,0.4291111111111111,3.7376696182833684,3.9889840465642745,358.59005376344084,City,50534.822222222225,no
0.85,Regular,no,0.05886792452830188,0.5407692307692308,3.58351893845611,4.007333185232471,446.21811320754716,City,58730.97435897436,no
0.92,Regular,no,0.05058365758754864,0.49123076923076925,4.04305126783455,4.343805421853684,410.64280155642024,City,62260.846153846156,no
0.29,Other/alternative,no,0.11255411255411256,0.5336538461538461,0.9162907318741551,3.091042453358316,1147.0324675324675,Suburb,42565.480769230766,yes
0.77,Regular,no,0.056962025316455694,0.2222222222222222,2.4849066497880004,3.9512437185814275,157.17299578059072,Town,41665.18518518518,no
0.69,Regular,no,0.0759493670886076,0.3958333333333333,2.302585092994046,3.901972669574645,340.1898734177215,Rural,44282.583333333336,no
0.72,Regular,no,0.06515580736543909,0.24782608695652175,3.091042453358316,3.7376696182833684,189.80169971671387,Rural,44455.260869565216,no
0.69,Regular,no,0.07766990291262135,0.43125,3.4011973816621555,3.901972669574645,589.220572815534,Rural,50269.625,no
0.52,Other/alternative,no,0.09230769230769231,0.4008333333333334,0.9162907318741551,2.0149030205422647,553.5710923076923,Suburb,41773.5,yes
0.85,Regular,no,0.046235138705416116,0.579857142857143,3.044522437723423,3.828641396489095,254.6728038309115,Suburb,25447.97142857143,yes
0.8,Regular,no,0.051924798567591766,0.4931034482758621,3.4657359027997265,4.04305126783455,336.76639391226496,Suburb,50221.03448275862,no
0.9,Regular,no,0.05305039787798409,0.45899999999999996,3.901972669574645,4.499809670330265,615.8161061007958,Suburb,64021.8,no
0.62,Other/alternative,no,0.08571428571428572,0.24444444444444446,2.302585092994046,3.901972669574645,796.1228380952381,Suburb,24895.88888888889,yes
0.86,Regular,no,0.0473469387755102,0.4931034482758621,3.295836866004329,4.04305126783455,307.07596897959183,Rural,50221.03448275862,no
0.69,Regular,no,0.1308411214953271,1.3214285714285714,2.302585092994046,3.4011973816621555,1457.943925233645,Rural,49418.642857142855,no
0.75,Regular,no,0.06930693069306931,0.5976190476190476,2.302585092994046,3.901972669574645,384.15841584158414,Rural,48000,no
0.95,Regular,no,0.08771929824561403,0.23333333333333334,3.4011973816621555,3.901972669574645,394.7368421052632,Rural,31726.866666666665,no
0.9,Regular,no,0.07567567567567568,0.14285714285714285,3.901972669574645,4.241326752570746,563.027027027027,Rural,58168.42857142857,no
0.49,Regular,no,0.06451612903225806,0.39666666666666667,2.302585092994046,3.4011973816621555,548.649440860215,Rural,73145.66666666667,yes
0.9,Regular,no,0.09090909090909091,0.587,3.4011973816621555,3.901972669574645,539.0909090909091,Rural,46316.5,no
0.96,Regular,no,0.047413793103448273,0.33766233766233766,3.4339872044851463,4.07753744390572,322.47536945812806,Suburb,43190.53246753247,no
0.93,Regular,no,0.048427672955974846,0.35064935064935066,3.258096538021482,3.970291913552122,252.7691823899371,Suburb,39513.33766233766,no
0.17,Other/alternative,no,0.09821428571428571,0.7272727272727273,1.6094379124341003,1.6094379124341003,799.1071428571429,Suburb,41550.63636363636,no
0.42,Regular,no,0.04296875,0.6363636363636364,2.70805020110221,3.9982007016691985,354.296875,Suburb,37963.454545454544,no
0.95,Vocational,no,0.11702127659574468,0.18181818181818182,1.6094379124341003,3.1986731175506815,997.8723404255319,Suburb,41851.90909090909,no
0.87,Regular,no,0.043701799485861184,0.5588235294117647,3.6109179126442243,4.276666119016055,98.8521850899743,Town,56084.205882352944,no
0.24,Other/alternative,no,0.125,1.125,2.302585092994046,3.901972669574645,1206.234375,Town,39010.25,no
0.97,Regular,no,0.039705882352941174,0.5555555555555556,3.295836866004329,3.9512437185814275,250.48088235294117,Town,36932.666666666664,no
0.82,Regular,no,0.05847953216374269,0.4666666666666667,2.833213344056216,3.9512437185814275,251.75103508771932,Rural,42711.5,no
0.95,Regular,no,0.053497942386831275,0.38461538461538464,3.6109179126442243,3.7376696182833684,226.70567901234568,Rural,47791.230769230766,no
0.69,Regular,no,0.05864197530864197,0.15789473684210525,3.1986731175506815,3.9982007016691985,379.15432098765433,Rural,46935.47368421053,no
0.87,Regular,no,0.06605922551252848,0.1724137931034483,3.4657359027997265,4.04305126783455,484.68337129840546,Rural,44959.1724137931,no
0.92,Regular,no,0.04844961240310078,0.4,3.091042453358316,4.127134385045092,145.31628488372093,Town,63160.56,no
0.9,Regular,no,0.076,0.5263157894736842,3.901972669574645,4.241326752570746,522.628,Rural,49595.78947368421,no
0.9,Regular,no,0.07961783439490445,0.16,3.901972669574645,4.241326752570746,589.7133757961783,Rural,54086.16,no
0.84,Regular,no,0.0975609756097561,0.2333333333333333,2.70805020110221,3.7954891891721947,250.73170731707316,Rural,33543.916666666664,no
0.82,Regular,no,0.05925925925925926,0.5616666666666666,2.833213344056216,4.04305126783455,922.1728395061729,Rural,136983.58333333334,no
0.95,Regular,no,0.07391304347826087,0.29470588235294115,3.7954891891721947,4.436751534363128,774.056047826087,Rural,59641.117647058825,no
0.9,Regular,no,0.06609195402298851,0.22130434782608696,2.302585092994046,4.241326752570746,406.4655172413793,Rural,46370.391304347824,no
0.9,Regular,no,0.072992700729927,0.278,3.901972669574645,4.241326752570746,680.6475839416058,Rural,43654.5,no
0.75,Regular,no,0.0893854748603352,0.375,2.302585092994046,3.4011973816621555,873.0055865921788,Rural,50850.8125,no
0.97,Regular,no,0.04825737265415549,0.23555555555555557,2.4849066497880004,3.9512437185814275,254.16353887399464,Town,41802.055555555555,no
0.75,Regular,no,0.09090909090909091,0.5,3.4011973816621555,4.241326752570746,643.939393939394,Rural,50000,no
0.77,Regular,no,0.04765687053216839,0.14166666666666666,3.7376696182833684,4.1588830833596715,214.5337569499603,City,48997.6,no
0.81,Regular,no,0.04818325434439179,0.1855737704918033,3.6375861597263857,3.970291913552122,280.21262875197476,City,46261.83606557377,no
0.42,Other/alternative,no,0.06040268456375839,0.64,2.302585092994046,3.4011973816621555,638.9328859060403,City,36159,no
0.92,Regular,yes,0.05708245243128964,0.14444444444444443,3.295836866004329,3.8501476017100584,185.4355179704017,City,43858.59259259259,no
0.95,Regular,no,0.04481434058898848,0.247,3.5263605246161616,4.04305126783455,269.92691677336745,Rural,49959.28571428572,no
0.34,Other/alternative,no,0.10416666666666667,0.08199999999999999,2.302585092994046,2.302585092994046,4005.589520833333,Rural,43550.6,yes
0.78,Regular,no,0.05478180129990715,0.19271186440677965,2.833213344056216,3.8501476017100584,387.4189879294336,Rural,39956.8813559322,no
0.9,Regular,no,0.07086614173228346,0.9577777777777778,2.70805020110221,3.9982007016691985,263.7795275590551,Rural,40391.666666666664,yes
0.97,Regular,no,0.0705521472392638,0.3352173913043478,3.295836866004329,3.9512437185814275,405.81321779141103,Rural,41628.434782608696,no
0.75,Regular,no,0.09574468085106383,0.3055555555555556,3.4011973816621555,4.241326752570746,776.5957446808511,Rural,53666.666666666664,no
0.92,Regular,no,0.055357142857142855,0.19129032258064516,3.8501476017100584,4.343805421853684,295.66785714285714,Town,53460.645161290326,no
0.89,Regular,no,0.05379746835443038,0.18823529411764706,3.295836866004329,4.02535169073515,343.67215189873417,Town,49824.02352941177,no
0.44,Other/alternative,no,0.060240963855421686,0.4,2.302585092994046,2.302585092994046,867.4698795180723,Town,55502.8,no
0.93,Regular,no,0.060217176702862786,0.32360655737704913,3.4339872044851463,4.0943445622221,458.5666337611056,City,58017.29508196721,no
0.75,Regular,no,0.0967741935483871,0.1388888888888889,3.1986731175506815,4.31748811353631,456.9890322580645,Rural,41103.444444444445,no
0.34,Other/alternative,no,0.06862745098039216,0.14285714285714285,2.302585092994046,3.4011973816621555,876.9607843137255,Town,36964.28571428572,no
0.96,Regular,no,0.05240174672489083,0.06666666666666667,3.6109179126442243,3.9512437185814275,217.8585152838428,Rural,41851.933333333334,no
0.87,Regular,no,0.05675675675675676,0.14285714285714285,3.6109179126442243,4.127134385045092,391.60135135135135,Rural,38470.80952380953,no
0.95,Regular,no,0.06504065040650407,0.125,4.436751534363128,4.553876891600541,291.2926829268293,Rural,38952.1875,no
0.95,Regular,no,0.075,0.1775,4.276666119016055,4.579852378003801,527.688378125,Rural,56063.708333333336,no
0.97,Regular,no,0.06097560975609756,0.2532,3.4657359027997265,4.04305126783455,466.9350219512195,Rural,41921.08,no
0.95,Regular,no,0.04187192118226601,0.32105882352941173,3.912023005428146,4.23410650459726,262.4454738916256,Rural,43848.89411764706,no
0.93,Regular,no,0.05251520176893311,0.3076842105263158,3.4339872044851463,4.0943445622221,279.7824936428966,Suburb,38790.515789473684,no
0.15,Other/alternative,no,0.08552631578947369,0.31769230769230766,2.302585092994046,2.302585092994046,627.6915065789474,Suburb,41373.307692307695,no
0.85,Regular,no,0.04681746449237244,0.4149438202247191,3.6375861597263857,4.007333185232471,279.1028079957917,City,40837.247191011236,no
0.64,Other/alternative,no,0.07784431137724551,0.3184615384615385,1.6094379124341003,2.70805020110221,581.3821556886228,Suburb,41046.38461538462,no
0.95,Regular,no,0.06435643564356436,0.23076923076923078,4.436751534363128,4.553876891600541,885.6510693069307,Suburb,60647.92307692308,no
0.89,Regular,no,0.04713205869275233,0.304811320754717,3.871201010907891,4.356708826689592,237.3743886171632,Suburb,40878.74528301887,no
0.95,Regular,no,0.07253886010362694,0.11642857142857142,4.436751534363128,4.553876891600541,911.5678445595855,Suburb,58267.857142857145,no
0.44,Other/alternative,no,0.08333333333333333,0.31230769230769234,1.6094379124341003,3.5409593240373143,590.6646666666667,Suburb,41645.38461538462,no
0.96,Regular,no,0.04356933389191454,0.2734615384615385,3.912023005428146,4.30406509320417,227.91676246334313,Suburb,41141.33653846154,no
0.97,Regular,yes,0.061224489795918366,0.18888888888888888,4.465908118654584,4.579852378003801,210.21092653061223,Suburb,46133.311111111114,no
0.22,Other/alternative,no,0.0234375,1.4333333333333333,2.302585092994046,3.1986731175506815,679.1271953125,Suburb,888.6666666666666,no
0.9,Regular,yes,0.06382978723404255,0.26499999999999996,4.241326752570746,4.499809670330265,510.6068829787234,Rural,50566.75,no
0.9,Regular,no,0.0479285134037368,0.20322033898305086,3.6109179126442243,4.127134385045092,289.86322095857025,Rural,35594.94915254237,no
0.44,Other/alternative,no,0.10227272727272728,0.3333333333333333,2.302585092994046,2.302585092994046,824.6635340909091,Suburb,38499.444444444445,no
0.9,Regular,no,0.11428571428571428,0.22666666666666666,3.1986731175506815,4.31748811353631,354.77142857142854,Rural,33669.416666666664,no
0.32,Other/alternative,no,0.08602150537634409,0.359375,1.6094379124341003,2.70805020110221,527.7258064516129,Town,40545.5625,no
0.91,Regular,no,0.05555555555555555,0.15789473684210525,3.091042453358316,3.8501476017100584,228.78849902534114,Rural,43914.54385964912,no
0.82,Regular,no,0.06225165562913907,0.20617021276595748,4.04305126783455,4.276666119016055,554.1377483443708,Town,43858.04255319149,no
0.86,Regular,no,0.057911065149948295,0.33035714285714285,3.295836866004329,3.8501476017100584,325.07032057911067,Town,47092.07142857143,no
0.74,Other/alternative,no,0.0625,0.5,3.1986731175506815,3.1986731175506815,680.7083333333334,Town,59945.833333333336,no
0.75,Regular,no,0.06303724928366762,0.4090909090909091,3.901972669574645,4.499809670330265,450.9598853868195,Rural,42841.954545454544,no
0.92,Regular,no,0.06229508196721312,0.15789473684210525,2.833213344056216,3.9512437185814275,278.6885245901639,Rural,44671.10526315789,no
0.75,Regular,no,0.12727272727272726,0.2857142857142857,2.302585092994046,3.901972669574645,909.0909090909091,Rural,35363.57142857143,no
0.95,Regular,no,0.04240282685512368,0.4166666666666667,3.7376696182833684,4.204692619390966,240.2826855123675,Rural,66017.08333333333,no
0.84,Regular,no,0.07042253521126761,0.7347999999999999,3.5409593240373143,3.9982007016691985,498.491723943662,Town,50213.08,no
0.69,Regular,no,0.08870967741935484,0.09090909090909091,3.4011973816621555,3.901972669574645,353.4556451612903,Rural,47754.09090909091,no
0.97,Regular,no,0.05309734513274336,0.2777777777777778,3.091042453358316,4.04305126783455,411.5604719764012,Rural,40481.61111111111,no
0.82,Regular,no,0.06487695749440715,0.5344827586206896,2.4849066497880004,3.4657359027997265,459.15212527964206,Town,41034.48275862069,yes
0.57,Other/alternative,no,0.10655737704918032,0.1346153846153846,1.6094379124341003,1.6094379124341003,911.4016393442623,City,51011.07692307692,no
0.94,Regular,no,0.045369794903666875,0.17465753424657535,3.6635616461296463,4.1588830833596715,305.72902423865753,City,45263.438356164384,no
0.91,Regular,no,0.057057057057057055,0.16228070175438597,3.4657359027997265,4.276666119016055,403.1051051051051,City,45205.15789473684,no
0.94,Regular,no,0.04439252336448598,0.17105263157894737,3.8501476017100584,4.290459441148391,336.303738317757,Rural,45483.52631578947,no
0.95,Regular,no,0.04915912031047866,1.6603947368421053,3.6109179126442243,4.30406509320417,343.2445019404916,Suburb,50322.43421052631,no
0.9,Regular,no,0.07692307692307693,0.7766666666666667,3.1986731175506815,3.9982007016691985,272.8,Rural,42796.26666666667,no
0.87,Regular,no,0.05851063829787234,0.45454545454545453,3.5409593240373143,4.310799125385514,222.31914893617022,Rural,41609.63636363636,no
0.75,Regular,no,0.10404624277456648,0.4722222222222222,3.1986731175506815,4.31748811353631,732.0115606936416,Rural,44079.833333333336,no
0.77,Regular,no,0.05747126436781609,0.2104,3.4657359027997265,4.276666119016055,336.6799931034483,Town,43823.36,no
0.97,Regular,no,0.05311077389984825,0.13228571428571428,3.091042453358316,3.7376696182833684,225.1896813353566,Town,45809.828571428574,no
0.95,Regular,no,0.07746478873239436,0.20454545454545456,3.1986731175506815,3.7954891891721947,795.4519154929578,Rural,50591.36363636364,no
0.92,Regular,no,0.06,0.26666666666666666,3.091042453358316,3.8501476017100584,316.3164490909091,Rural,47061.57575757576,no
0.84,Regular,no,0.06048387096774194,2.2,3.7954891891721947,4.1666652238017265,351.38104838709677,Rural,47383.86666666667,no
0.95,Regular,no,0.06206896551724138,0.3133333333333333,3.091042453358316,4.343805421853684,482.7647103448276,Rural,49142.61111111111,no
0.97,Regular,no,0.04743833017077799,0.22920000000000001,3.8501476017100584,4.204692619390966,389.61100569259963,Town,45912.56,no
0.97,Regular,no,0.053784860557768925,0.37037037037037035,2.4849066497880004,3.6109179126442243,338.64541832669323,Rural,50000,no
0.92,Regular,no,0.050335570469798654,0.18533333333333335,3.8066624897703196,4.31748811353631,650.724360738255,Town,47549.23333333333,no
0.32,Other/alternative,no,0.08045977011494253,0.4642857142857143,1.6094379124341003,1.6094379124341003,790.598867816092,Town,45000.92857142857,yes
0.85,Regular,no,0.049766718506998445,0.3503125,3.091042453358316,3.9889840465642745,611.2334276827371,Town,46351.171875,no
0.84,Regular,no,0.06451612903225806,0.2631578947368421,2.70805020110221,3.5409593240373143,495.24617996604417,Rural,36678,no
0.95,Regular,no,0.08583690987124463,0.4,3.4011973816621555,3.901972669574645,300.42918454935625,Town,46192.85,no
0.87,Regular,no,0.05165289256198347,0.302,3.4657359027997265,4.127134385045092,311.5339938016529,Town,52987.6,no
0.72,Regular,no,0.0728476821192053,0.21227272727272728,0.9162907318741551,3.8501476017100584,225.16556291390728,Rural,37894.77272727273,no
